combo_id,fib_id,zoi_id,zoi_zone,pocket_vs_zone,fib_class,zoi_position,combined_verdict,fib_verdict,zoi_verdict,rule_explanation
F3xZ10xOVL,F3,Z10,supply,OVERLAP,IN_POCKET_DOWN,ABOVE_SUPPLY_UP,WATCH,WAIT,BUY,"SETUP FORMING - Fib: price is inside the golden pocket but still falling (no HH-HL bounce yet). ZOI: price broke above a supply zone and is rising (breakout, old resistance now support). Geometry: the golden pocket and the zone occupy the SAME price band (true confluence at one level). The zone supports a long but the fib leg is not confirmed yet; wait for HH-HL before entering."
F3xZ10xPABV,F3,Z10,supply,POCKET_ABOVE,IN_POCKET_DOWN,ABOVE_SUPPLY_UP,WATCH,WAIT,BUY,"SETUP FORMING - Fib: price is inside the golden pocket but still falling (no HH-HL bounce yet). ZOI: price broke above a supply zone and is rising (breakout, old resistance now support). Geometry: the golden pocket sits ABOVE the zone (the zone is a deeper support/backstop below). The zone supports a long but the fib leg is not confirmed yet; wait for HH-HL before entering."
F3xZ11xOVL,F3,Z11,supply,OVERLAP,IN_POCKET_DOWN,ABOVE_SUPPLY_DOWN,AVOID,WAIT,AVOID,DANGEROUS - Fib: price is inside the golden pocket but still falling (no HH-HL bounce yet). ZOI: price broke above supply but is falling back (failed breakout / bull trap). Geometry: the golden pocket and the zone occupy the SAME price band (true confluence at one level). High risk of loss - do not enter here.
F3xZ11xPABV,F3,Z11,supply,POCKET_ABOVE,IN_POCKET_DOWN,ABOVE_SUPPLY_DOWN,WAIT,WAIT,AVOID,NOT ACTIONABLE YET - Fib: price is inside the golden pocket but still falling (no HH-HL bounce yet). ZOI: price broke above supply but is falling back (failed breakout / bull trap). Geometry: the golden pocket sits ABOVE the zone (the zone is a deeper support/backstop below). No confirmed signal; wait for price to reach a zone or confirm direction.
F3xZ11bxPABV,F3,Z11b,supply,POCKET_ABOVE,IN_POCKET_DOWN,ABOVE_SUPPLY_EXTENDED,WAIT,WAIT,WAIT,NOT ACTIONABLE YET - Fib: price is inside the golden pocket but still falling (no HH-HL bounce yet). ZOI: price ran >5% past the broken supply zone (extended). Geometry: the golden pocket sits ABOVE the zone (the zone is a deeper support/backstop below). No confirmed signal; wait for price to reach a zone or confirm direction.
F3xZ12xNA,F3,Z12,none,N/A,IN_POCKET_DOWN,BETWEEN,WAIT,WAIT,WAIT,"NOT ACTIONABLE YET - Fib: price is inside the golden pocket but still falling (no HH-HL bounce yet). ZOI: price is between zones (no demand or supply nearby). Geometry: price is between zones, so there is no zone band to align with the pocket. No confirmed signal; wait for price to reach a zone or confirm direction."
F4xZ1xOVL,F4,Z1,demand,OVERLAP,NEAR_ABOVE (touched),INSIDE_DEMAND_UP,BUY*,BUY,BUY,HIGHEST-CONVICTION CONFLUENCE - Fib: price touched the golden pocket and bounced 1-20% above it with HH-HL. ZOI: price is inside a demand zone and rising (institutional support confirmed). Geometry: the golden pocket and the zone occupy the SAME price band (true confluence at one level). Fib retracement and zone agree bullish at the SAME price - full-confidence entry.
F4xZ1xPBLW,F4,Z1,demand,POCKET_BELOW,NEAR_ABOVE (touched),INSIDE_DEMAND_UP,CAUTION,BUY,BUY,"CONFLICTING SIGNALS - Fib: price touched the golden pocket and bounced 1-20% above it with HH-HL. ZOI: price is inside a demand zone and rising (institutional support confirmed). Geometry: the golden pocket sits BELOW the zone (the zone is the nearer level; the pocket is a deeper/secondary level). The two signals do not cleanly agree (overhead supply, a breaking/extended zone, or pocket and zone at different prices); reduce size or wait for the conflict to resolve."
F4xZ2xOVL,F4,Z2,demand,OVERLAP,NEAR_ABOVE (touched),INSIDE_DEMAND_DOWN,CAUTION,BUY,AVOID,"CONFLICTING SIGNALS - Fib: price touched the golden pocket and bounced 1-20% above it with HH-HL. ZOI: price is inside a demand zone but falling (zone breaking down). Geometry: the golden pocket and the zone occupy the SAME price band (true confluence at one level). The two signals do not cleanly agree (overhead supply, a breaking/extended zone, or pocket and zone at different prices); reduce size or wait for the conflict to resolve."
F4xZ2xPBLW,F4,Z2,demand,POCKET_BELOW,NEAR_ABOVE (touched),INSIDE_DEMAND_DOWN,CAUTION,BUY,AVOID,"CONFLICTING SIGNALS - Fib: price touched the golden pocket and bounced 1-20% above it with HH-HL. ZOI: price is inside a demand zone but falling (zone breaking down). Geometry: the golden pocket sits BELOW the zone (the zone is the nearer level; the pocket is a deeper/secondary level). The two signals do not cleanly agree (overhead supply, a breaking/extended zone, or pocket and zone at different prices); reduce size or wait for the conflict to resolve."
F4xZ3xOVL,F4,Z3,demand,OVERLAP,NEAR_ABOVE (touched),NEAR_ABOVE_DEMAND_UP,BUY*,BUY,BUY,HIGHEST-CONVICTION CONFLUENCE - Fib: price touched the golden pocket and bounced 1-20% above it with HH-HL. ZOI: price bounced 1-10% above a demand zone with momentum. Geometry: the golden pocket and the zone occupy the SAME price band (true confluence at one level). Fib retracement and zone agree bullish at the SAME price - full-confidence entry.
F4xZ3xPABV,F4,Z3,demand,POCKET_ABOVE,NEAR_ABOVE (touched),NEAR_ABOVE_DEMAND_UP,BUY,BUY,BUY,VALID ENTRY - Fib: price touched the golden pocket and bounced 1-20% above it with HH-HL. ZOI: price bounced 1-10% above a demand zone with momentum. Geometry: the golden pocket sits ABOVE the zone (the zone is a deeper support/backstop below). Fib and zone align bullish - take the trade.
F4xZ3xPBLW,F4,Z3,demand,POCKET_BELOW,NEAR_ABOVE (touched),NEAR_ABOVE_DEMAND_UP,CAUTION,BUY,BUY,"CONFLICTING SIGNALS - Fib: price touched the golden pocket and bounced 1-20% above it with HH-HL. ZOI: price bounced 1-10% above a demand zone with momentum. Geometry: the golden pocket sits BELOW the zone (the zone is the nearer level; the pocket is a deeper/secondary level). The two signals do not cleanly agree (overhead supply, a breaking/extended zone, or pocket and zone at different prices); reduce size or wait for the conflict to resolve."
F4xZ4xOVL,F4,Z4,demand,OVERLAP,NEAR_ABOVE (touched),NEAR_ABOVE_DEMAND_DOWN,CAUTION,BUY,WATCH,"CONFLICTING SIGNALS - Fib: price touched the golden pocket and bounced 1-20% above it with HH-HL. ZOI: price is 1-10% above a demand zone but with no HH-HL. Geometry: the golden pocket and the zone occupy the SAME price band (true confluence at one level). The two signals do not cleanly agree (overhead supply, a breaking/extended zone, or pocket and zone at different prices); reduce size or wait for the conflict to resolve."
F4xZ4xPABV,F4,Z4,demand,POCKET_ABOVE,NEAR_ABOVE (touched),NEAR_ABOVE_DEMAND_DOWN,CAUTION,BUY,WATCH,"CONFLICTING SIGNALS - Fib: price touched the golden pocket and bounced 1-20% above it with HH-HL. ZOI: price is 1-10% above a demand zone but with no HH-HL. Geometry: the golden pocket sits ABOVE the zone (the zone is a deeper support/backstop below). The two signals do not cleanly agree (overhead supply, a breaking/extended zone, or pocket and zone at different prices); reduce size or wait for the conflict to resolve."
F4xZ4xPBLW,F4,Z4,demand,POCKET_BELOW,NEAR_ABOVE (touched),NEAR_ABOVE_DEMAND_DOWN,CAUTION,BUY,WATCH,"CONFLICTING SIGNALS - Fib: price touched the golden pocket and bounced 1-20% above it with HH-HL. ZOI: price is 1-10% above a demand zone but with no HH-HL. Geometry: the golden pocket sits BELOW the zone (the zone is the nearer level; the pocket is a deeper/secondary level). The two signals do not cleanly agree (overhead supply, a breaking/extended zone, or pocket and zone at different prices); reduce size or wait for the conflict to resolve."
F4xZ5xOVL,F4,Z5,demand,OVERLAP,NEAR_ABOVE (touched),FAR_ABOVE_DEMAND,CAUTION,BUY,WAIT,"CONFLICTING SIGNALS - Fib: price touched the golden pocket and bounced 1-20% above it with HH-HL. ZOI: price is >10% above the nearest demand zone (extended). Geometry: the golden pocket and the zone occupy the SAME price band (true confluence at one level). The two signals do not cleanly agree (overhead supply, a breaking/extended zone, or pocket and zone at different prices); reduce size or wait for the conflict to resolve."
F4xZ5xPABV,F4,Z5,demand,POCKET_ABOVE,NEAR_ABOVE (touched),FAR_ABOVE_DEMAND,CAUTION,BUY,WAIT,"CONFLICTING SIGNALS - Fib: price touched the golden pocket and bounced 1-20% above it with HH-HL. ZOI: price is >10% above the nearest demand zone (extended). Geometry: the golden pocket sits ABOVE the zone (the zone is a deeper support/backstop below). The two signals do not cleanly agree (overhead supply, a breaking/extended zone, or pocket and zone at different prices); reduce size or wait for the conflict to resolve."
F4xZ5xPBLW,F4,Z5,demand,POCKET_BELOW,NEAR_ABOVE (touched),FAR_ABOVE_DEMAND,CAUTION,BUY,WAIT,"CONFLICTING SIGNALS - Fib: price touched the golden pocket and bounced 1-20% above it with HH-HL. ZOI: price is >10% above the nearest demand zone (extended). Geometry: the golden pocket sits BELOW the zone (the zone is the nearer level; the pocket is a deeper/secondary level). The two signals do not cleanly agree (overhead supply, a breaking/extended zone, or pocket and zone at different prices); reduce size or wait for the conflict to resolve."
F4xZ5cxOVL,F4,Z5c,demand,OVERLAP,NEAR_ABOVE (touched),RECOVERY_INSIDE_DEMAND,BUY*,BUY,BUY,HIGHEST-CONVICTION CONFLUENCE - Fib: price touched the golden pocket and bounced 1-20% above it with HH-HL. ZOI: price recovered from below back into a demand zone (level reclaimed). Geometry: the golden pocket and the zone occupy the SAME price band (true confluence at one level). Fib retracement and zone agree bullish at the SAME price - full-confidence entry.
F4xZ5cxPBLW,F4,Z5c,demand,POCKET_BELOW,NEAR_ABOVE (touched),RECOVERY_INSIDE_DEMAND,CAUTION,BUY,BUY,"CONFLICTING SIGNALS - Fib: price touched the golden pocket and bounced 1-20% above it with HH-HL. ZOI: price recovered from below back into a demand zone (level reclaimed). Geometry: the golden pocket sits BELOW the zone (the zone is the nearer level; the pocket is a deeper/secondary level). The two signals do not cleanly agree (overhead supply, a breaking/extended zone, or pocket and zone at different prices); reduce size or wait for the conflict to resolve."
F4xZ5dxOVL,F4,Z5d,demand,OVERLAP,NEAR_ABOVE (touched),RECOVERY_ABOVE_DEMAND,BUY*,BUY,BUY,HIGHEST-CONVICTION CONFLUENCE - Fib: price touched the golden pocket and bounced 1-20% above it with HH-HL. ZOI: price recovered through a demand zone and is 1-10% above it. Geometry: the golden pocket and the zone occupy the SAME price band (true confluence at one level). Fib retracement and zone agree bullish at the SAME price - full-confidence entry.
F4xZ5dxPABV,F4,Z5d,demand,POCKET_ABOVE,NEAR_ABOVE (touched),RECOVERY_ABOVE_DEMAND,BUY,BUY,BUY,VALID ENTRY - Fib: price touched the golden pocket and bounced 1-20% above it with HH-HL. ZOI: price recovered through a demand zone and is 1-10% above it. Geometry: the golden pocket sits ABOVE the zone (the zone is a deeper support/backstop below). Fib and zone align bullish - take the trade.
F4xZ5dxPBLW,F4,Z5d,demand,POCKET_BELOW,NEAR_ABOVE (touched),RECOVERY_ABOVE_DEMAND,CAUTION,BUY,BUY,"CONFLICTING SIGNALS - Fib: price touched the golden pocket and bounced 1-20% above it with HH-HL. ZOI: price recovered through a demand zone and is 1-10% above it. Geometry: the golden pocket sits BELOW the zone (the zone is the nearer level; the pocket is a deeper/secondary level). The two signals do not cleanly agree (overhead supply, a breaking/extended zone, or pocket and zone at different prices); reduce size or wait for the conflict to resolve."
F4xZ6xPBLW,F4,Z6,demand,POCKET_BELOW,NEAR_ABOVE (touched),BELOW_DEMAND,CAUTION,BUY,AVOID,"CONFLICTING SIGNALS - Fib: price touched the golden pocket and bounced 1-20% above it with HH-HL. ZOI: price closed below the demand zone (support invalidated). Geometry: the golden pocket sits BELOW the zone (the zone is the nearer level; the pocket is a deeper/secondary level). The two signals do not cleanly agree (overhead supply, a breaking/extended zone, or pocket and zone at different prices); reduce size or wait for the conflict to resolve."
F4xZ13xOVL,F4,Z13,demand,OVERLAP,NEAR_ABOVE (touched),STACKED_DEMAND,BUY*,BUY,BUY,HIGHEST-CONVICTION CONFLUENCE - Fib: price touched the golden pocket and bounced 1-20% above it with HH-HL. ZOI: 2+ demand zones overlap here (multi-zone confluence). Geometry: the golden pocket and the zone occupy the SAME price band (true confluence at one level). Fib retracement and zone agree bullish at the SAME price - full-confidence entry.
F4xZ13xPBLW,F4,Z13,demand,POCKET_BELOW,NEAR_ABOVE (touched),STACKED_DEMAND,CAUTION,BUY,BUY,"CONFLICTING SIGNALS - Fib: price touched the golden pocket and bounced 1-20% above it with HH-HL. ZOI: 2+ demand zones overlap here (multi-zone confluence). Geometry: the golden pocket sits BELOW the zone (the zone is the nearer level; the pocket is a deeper/secondary level). The two signals do not cleanly agree (overhead supply, a breaking/extended zone, or pocket and zone at different prices); reduce size or wait for the conflict to resolve."
F4xZ7xOVL,F4,Z7,supply,OVERLAP,NEAR_ABOVE (touched),INSIDE_SUPPLY,AVOID,BUY,AVOID,DANGEROUS - Fib: price touched the golden pocket and bounced 1-20% above it with HH-HL. ZOI: price is inside a supply zone (active institutional selling). Geometry: the golden pocket and the zone occupy the SAME price band (true confluence at one level). High risk of loss - do not enter here.
F4xZ7xPBLW,F4,Z7,supply,POCKET_BELOW,NEAR_ABOVE (touched),INSIDE_SUPPLY,CAUTION,BUY,AVOID,"CONFLICTING SIGNALS - Fib: price touched the golden pocket and bounced 1-20% above it with HH-HL. ZOI: price is inside a supply zone (active institutional selling). Geometry: the golden pocket sits BELOW the zone (the zone is the nearer level; the pocket is a deeper/secondary level). The two signals do not cleanly agree (overhead supply, a breaking/extended zone, or pocket and zone at different prices); reduce size or wait for the conflict to resolve."
F4xZ8xPBLW,F4,Z8,supply,POCKET_BELOW,NEAR_ABOVE (touched),NEAR_BELOW_SUPPLY,CAUTION,BUY,AVOID,"CONFLICTING SIGNALS - Fib: price touched the golden pocket and bounced 1-20% above it with HH-HL. ZOI: price is 1-10% below a supply zone (resistance overhead). Geometry: the golden pocket sits BELOW the zone (the zone is the nearer level; the pocket is a deeper/secondary level). The two signals do not cleanly agree (overhead supply, a breaking/extended zone, or pocket and zone at different prices); reduce size or wait for the conflict to resolve."
F4xZ9xPBLW,F4,Z9,supply,POCKET_BELOW,NEAR_ABOVE (touched),FAR_BELOW_SUPPLY,BUY,BUY,WAIT,VALID ENTRY - Fib: price touched the golden pocket and bounced 1-20% above it with HH-HL. ZOI: the nearest supply zone is >10% overhead (not a factor). Geometry: the golden pocket sits BELOW the zone (the zone is the nearer level; the pocket is a deeper/secondary level). Fib and zone align bullish - take the trade.
F4xZ10xOVL,F4,Z10,supply,OVERLAP,NEAR_ABOVE (touched),ABOVE_SUPPLY_UP,BUY*,BUY,BUY,"HIGHEST-CONVICTION CONFLUENCE - Fib: price touched the golden pocket and bounced 1-20% above it with HH-HL. ZOI: price broke above a supply zone and is rising (breakout, old resistance now support). Geometry: the golden pocket and the zone occupy the SAME price band (true confluence at one level). Fib retracement and zone agree bullish at the SAME price - full-confidence entry."
F4xZ10xPABV,F4,Z10,supply,POCKET_ABOVE,NEAR_ABOVE (touched),ABOVE_SUPPLY_UP,BUY,BUY,BUY,"VALID ENTRY - Fib: price touched the golden pocket and bounced 1-20% above it with HH-HL. ZOI: price broke above a supply zone and is rising (breakout, old resistance now support). Geometry: the golden pocket sits ABOVE the zone (the zone is a deeper support/backstop below). Fib and zone align bullish - take the trade."
F4xZ10xPBLW,F4,Z10,supply,POCKET_BELOW,NEAR_ABOVE (touched),ABOVE_SUPPLY_UP,CAUTION,BUY,BUY,"CONFLICTING SIGNALS - Fib: price touched the golden pocket and bounced 1-20% above it with HH-HL. ZOI: price broke above a supply zone and is rising (breakout, old resistance now support). Geometry: the golden pocket sits BELOW the zone (the zone is the nearer level; the pocket is a deeper/secondary level). The two signals do not cleanly agree (overhead supply, a breaking/extended zone, or pocket and zone at different prices); reduce size or wait for the conflict to resolve."
F4xZ11xOVL,F4,Z11,supply,OVERLAP,NEAR_ABOVE (touched),ABOVE_SUPPLY_DOWN,AVOID,BUY,AVOID,DANGEROUS - Fib: price touched the golden pocket and bounced 1-20% above it with HH-HL. ZOI: price broke above supply but is falling back (failed breakout / bull trap). Geometry: the golden pocket and the zone occupy the SAME price band (true confluence at one level). High risk of loss - do not enter here.
F4xZ11xPABV,F4,Z11,supply,POCKET_ABOVE,NEAR_ABOVE (touched),ABOVE_SUPPLY_DOWN,CAUTION,BUY,AVOID,"CONFLICTING SIGNALS - Fib: price touched the golden pocket and bounced 1-20% above it with HH-HL. ZOI: price broke above supply but is falling back (failed breakout / bull trap). Geometry: the golden pocket sits ABOVE the zone (the zone is a deeper support/backstop below). The two signals do not cleanly agree (overhead supply, a breaking/extended zone, or pocket and zone at different prices); reduce size or wait for the conflict to resolve."
F4xZ11xPBLW,F4,Z11,supply,POCKET_BELOW,NEAR_ABOVE (touched),ABOVE_SUPPLY_DOWN,CAUTION,BUY,AVOID,"CONFLICTING SIGNALS - Fib: price touched the golden pocket and bounced 1-20% above it with HH-HL. ZOI: price broke above supply but is falling back (failed breakout / bull trap). Geometry: the golden pocket sits BELOW the zone (the zone is the nearer level; the pocket is a deeper/secondary level). The two signals do not cleanly agree (overhead supply, a breaking/extended zone, or pocket and zone at different prices); reduce size or wait for the conflict to resolve."
F4xZ11bxOVL,F4,Z11b,supply,OVERLAP,NEAR_ABOVE (touched),ABOVE_SUPPLY_EXTENDED,CAUTION,BUY,WAIT,"CONFLICTING SIGNALS - Fib: price touched the golden pocket and bounced 1-20% above it with HH-HL. ZOI: price ran >5% past the broken supply zone (extended). Geometry: the golden pocket and the zone occupy the SAME price band (true confluence at one level). The two signals do not cleanly agree (overhead supply, a breaking/extended zone, or pocket and zone at different prices); reduce size or wait for the conflict to resolve."
F4xZ11bxPABV,F4,Z11b,supply,POCKET_ABOVE,NEAR_ABOVE (touched),ABOVE_SUPPLY_EXTENDED,CAUTION,BUY,WAIT,"CONFLICTING SIGNALS - Fib: price touched the golden pocket and bounced 1-20% above it with HH-HL. ZOI: price ran >5% past the broken supply zone (extended). Geometry: the golden pocket sits ABOVE the zone (the zone is a deeper support/backstop below). The two signals do not cleanly agree (overhead supply, a breaking/extended zone, or pocket and zone at different prices); reduce size or wait for the conflict to resolve."
F4xZ11bxPBLW,F4,Z11b,supply,POCKET_BELOW,NEAR_ABOVE (touched),ABOVE_SUPPLY_EXTENDED,CAUTION,BUY,WAIT,"CONFLICTING SIGNALS - Fib: price touched the golden pocket and bounced 1-20% above it with HH-HL. ZOI: price ran >5% past the broken supply zone (extended). Geometry: the golden pocket sits BELOW the zone (the zone is the nearer level; the pocket is a deeper/secondary level). The two signals do not cleanly agree (overhead supply, a breaking/extended zone, or pocket and zone at different prices); reduce size or wait for the conflict to resolve."
F4xZ12xNA,F4,Z12,none,N/A,NEAR_ABOVE (touched),BETWEEN,BUY,BUY,WAIT,"VALID ENTRY - Fib: price touched the golden pocket and bounced 1-20% above it with HH-HL. ZOI: price is between zones (no demand or supply nearby). Geometry: price is between zones, so there is no zone band to align with the pocket. Fib and zone align bullish - take the trade."
F5xZ1xOVL,F5,Z1,demand,OVERLAP,NEAR_ABOVE (not touched),INSIDE_DEMAND_UP,WATCH,SKIP,BUY,SETUP FORMING - Fib: price is 1-20% above the pocket but never entered it (not a valid fib setup). ZOI: price is inside a demand zone and rising (institutional support confirmed). Geometry: the golden pocket and the zone occupy the SAME price band (true confluence at one level). The zone supports a long but the fib leg is not confirmed yet; wait for HH-HL before entering.
F5xZ1xPBLW,F5,Z1,demand,POCKET_BELOW,NEAR_ABOVE (not touched),INSIDE_DEMAND_UP,WATCH,SKIP,BUY,SETUP FORMING - Fib: price is 1-20% above the pocket but never entered it (not a valid fib setup). ZOI: price is inside a demand zone and rising (institutional support confirmed). Geometry: the golden pocket sits BELOW the zone (the zone is the nearer level; the pocket is a deeper/secondary level). The zone supports a long but the fib leg is not confirmed yet; wait for HH-HL before entering.
F5xZ2xOVL,F5,Z2,demand,OVERLAP,NEAR_ABOVE (not touched),INSIDE_DEMAND_DOWN,AVOID,SKIP,AVOID,DANGEROUS - Fib: price is 1-20% above the pocket but never entered it (not a valid fib setup). ZOI: price is inside a demand zone but falling (zone breaking down). Geometry: the golden pocket and the zone occupy the SAME price band (true confluence at one level). High risk of loss - do not enter here.
F5xZ2xPBLW,F5,Z2,demand,POCKET_BELOW,NEAR_ABOVE (not touched),INSIDE_DEMAND_DOWN,AVOID,SKIP,AVOID,DANGEROUS - Fib: price is 1-20% above the pocket but never entered it (not a valid fib setup). ZOI: price is inside a demand zone but falling (zone breaking down). Geometry: the golden pocket sits BELOW the zone (the zone is the nearer level; the pocket is a deeper/secondary level). High risk of loss - do not enter here.
F5xZ3xOVL,F5,Z3,demand,OVERLAP,NEAR_ABOVE (not touched),NEAR_ABOVE_DEMAND_UP,WATCH,SKIP,BUY,SETUP FORMING - Fib: price is 1-20% above the pocket but never entered it (not a valid fib setup). ZOI: price bounced 1-10% above a demand zone with momentum. Geometry: the golden pocket and the zone occupy the SAME price band (true confluence at one level). The zone supports a long but the fib leg is not confirmed yet; wait for HH-HL before entering.
F5xZ3xPABV,F5,Z3,demand,POCKET_ABOVE,NEAR_ABOVE (not touched),NEAR_ABOVE_DEMAND_UP,WATCH,SKIP,BUY,SETUP FORMING - Fib: price is 1-20% above the pocket but never entered it (not a valid fib setup). ZOI: price bounced 1-10% above a demand zone with momentum. Geometry: the golden pocket sits ABOVE the zone (the zone is a deeper support/backstop below). The zone supports a long but the fib leg is not confirmed yet; wait for HH-HL before entering.
F5xZ3xPBLW,F5,Z3,demand,POCKET_BELOW,NEAR_ABOVE (not touched),NEAR_ABOVE_DEMAND_UP,WATCH,SKIP,BUY,SETUP FORMING - Fib: price is 1-20% above the pocket but never entered it (not a valid fib setup). ZOI: price bounced 1-10% above a demand zone with momentum. Geometry: the golden pocket sits BELOW the zone (the zone is the nearer level; the pocket is a deeper/secondary level). The zone supports a long but the fib leg is not confirmed yet; wait for HH-HL before entering.
F5xZ4xOVL,F5,Z4,demand,OVERLAP,NEAR_ABOVE (not touched),NEAR_ABOVE_DEMAND_DOWN,WAIT,SKIP,WATCH,NOT ACTIONABLE YET - Fib: price is 1-20% above the pocket but never entered it (not a valid fib setup). ZOI: price is 1-10% above a demand zone but with no HH-HL. Geometry: the golden pocket and the zone occupy the SAME price band (true confluence at one level). No confirmed signal; wait for price to reach a zone or confirm direction.
F5xZ4xPABV,F5,Z4,demand,POCKET_ABOVE,NEAR_ABOVE (not touched),NEAR_ABOVE_DEMAND_DOWN,WAIT,SKIP,WATCH,NOT ACTIONABLE YET - Fib: price is 1-20% above the pocket but never entered it (not a valid fib setup). ZOI: price is 1-10% above a demand zone but with no HH-HL. Geometry: the golden pocket sits ABOVE the zone (the zone is a deeper support/backstop below). No confirmed signal; wait for price to reach a zone or confirm direction.
F5xZ4xPBLW,F5,Z4,demand,POCKET_BELOW,NEAR_ABOVE (not touched),NEAR_ABOVE_DEMAND_DOWN,WAIT,SKIP,WATCH,NOT ACTIONABLE YET - Fib: price is 1-20% above the pocket but never entered it (not a valid fib setup). ZOI: price is 1-10% above a demand zone but with no HH-HL. Geometry: the golden pocket sits BELOW the zone (the zone is the nearer level; the pocket is a deeper/secondary level). No confirmed signal; wait for price to reach a zone or confirm direction.
F5xZ5xOVL,F5,Z5,demand,OVERLAP,NEAR_ABOVE (not touched),FAR_ABOVE_DEMAND,WAIT,SKIP,WAIT,NOT ACTIONABLE YET - Fib: price is 1-20% above the pocket but never entered it (not a valid fib setup). ZOI: price is >10% above the nearest demand zone (extended). Geometry: the golden pocket and the zone occupy the SAME price band (true confluence at one level). No confirmed signal; wait for price to reach a zone or confirm direction.
F5xZ5xPABV,F5,Z5,demand,POCKET_ABOVE,NEAR_ABOVE (not touched),FAR_ABOVE_DEMAND,WAIT,SKIP,WAIT,NOT ACTIONABLE YET - Fib: price is 1-20% above the pocket but never entered it (not a valid fib setup). ZOI: price is >10% above the nearest demand zone (extended). Geometry: the golden pocket sits ABOVE the zone (the zone is a deeper support/backstop below). No confirmed signal; wait for price to reach a zone or confirm direction.
F5xZ5xPBLW,F5,Z5,demand,POCKET_BELOW,NEAR_ABOVE (not touched),FAR_ABOVE_DEMAND,WAIT,SKIP,WAIT,NOT ACTIONABLE YET - Fib: price is 1-20% above the pocket but never entered it (not a valid fib setup). ZOI: price is >10% above the nearest demand zone (extended). Geometry: the golden pocket sits BELOW the zone (the zone is the nearer level; the pocket is a deeper/secondary level). No confirmed signal; wait for price to reach a zone or confirm direction.
F5xZ5cxOVL,F5,Z5c,demand,OVERLAP,NEAR_ABOVE (not touched),RECOVERY_INSIDE_DEMAND,WATCH,SKIP,BUY,SETUP FORMING - Fib: price is 1-20% above the pocket but never entered it (not a valid fib setup). ZOI: price recovered from below back into a demand zone (level reclaimed). Geometry: the golden pocket and the zone occupy the SAME price band (true confluence at one level). The zone supports a long but the fib leg is not confirmed yet; wait for HH-HL before entering.
F5xZ5cxPBLW,F5,Z5c,demand,POCKET_BELOW,NEAR_ABOVE (not touched),RECOVERY_INSIDE_DEMAND,WATCH,SKIP,BUY,SETUP FORMING - Fib: price is 1-20% above the pocket but never entered it (not a valid fib setup). ZOI: price recovered from below back into a demand zone (level reclaimed). Geometry: the golden pocket sits BELOW the zone (the zone is the nearer level; the pocket is a deeper/secondary level). The zone supports a long but the fib leg is not confirmed yet; wait for HH-HL before entering.
F5xZ5dxOVL,F5,Z5d,demand,OVERLAP,NEAR_ABOVE (not touched),RECOVERY_ABOVE_DEMAND,WATCH,SKIP,BUY,SETUP FORMING - Fib: price is 1-20% above the pocket but never entered it (not a valid fib setup). ZOI: price recovered through a demand zone and is 1-10% above it. Geometry: the golden pocket and the zone occupy the SAME price band (true confluence at one level). The zone supports a long but the fib leg is not confirmed yet; wait for HH-HL before entering.
F5xZ5dxPABV,F5,Z5d,demand,POCKET_ABOVE,NEAR_ABOVE (not touched),RECOVERY_ABOVE_DEMAND,WATCH,SKIP,BUY,SETUP FORMING - Fib: price is 1-20% above the pocket but never entered it (not a valid fib setup). ZOI: price recovered through a demand zone and is 1-10% above it. Geometry: the golden pocket sits ABOVE the zone (the zone is a deeper support/backstop below). The zone supports a long but the fib leg is not confirmed yet; wait for HH-HL before entering.
F5xZ5dxPBLW,F5,Z5d,demand,POCKET_BELOW,NEAR_ABOVE (not touched),RECOVERY_ABOVE_DEMAND,WATCH,SKIP,BUY,SETUP FORMING - Fib: price is 1-20% above the pocket but never entered it (not a valid fib setup). ZOI: price recovered through a demand zone and is 1-10% above it. Geometry: the golden pocket sits BELOW the zone (the zone is the nearer level; the pocket is a deeper/secondary level). The zone supports a long but the fib leg is not confirmed yet; wait for HH-HL before entering.
F5xZ6xPBLW,F5,Z6,demand,POCKET_BELOW,NEAR_ABOVE (not touched),BELOW_DEMAND,AVOID,SKIP,AVOID,DANGEROUS - Fib: price is 1-20% above the pocket but never entered it (not a valid fib setup). ZOI: price closed below the demand zone (support invalidated). Geometry: the golden pocket sits BELOW the zone (the zone is the nearer level; the pocket is a deeper/secondary level). High risk of loss - do not enter here.
F5xZ13xOVL,F5,Z13,demand,OVERLAP,NEAR_ABOVE (not touched),STACKED_DEMAND,WATCH,SKIP,BUY,SETUP FORMING - Fib: price is 1-20% above the pocket but never entered it (not a valid fib setup). ZOI: 2+ demand zones overlap here (multi-zone confluence). Geometry: the golden pocket and the zone occupy the SAME price band (true confluence at one level). The zone supports a long but the fib leg is not confirmed yet; wait for HH-HL before entering.
F5xZ13xPBLW,F5,Z13,demand,POCKET_BELOW,NEAR_ABOVE (not touched),STACKED_DEMAND,WATCH,SKIP,BUY,SETUP FORMING - Fib: price is 1-20% above the pocket but never entered it (not a valid fib setup). ZOI: 2+ demand zones overlap here (multi-zone confluence). Geometry: the golden pocket sits BELOW the zone (the zone is the nearer level; the pocket is a deeper/secondary level). The zone supports a long but the fib leg is not confirmed yet; wait for HH-HL before entering.
